# 1:time 2:hplus 3:hcross
1.0406105842e-02 -1.8034112672e-03 -1.2936839857e-07
1.0415370323e-02 -1.5017538231e-03 3.6072903491e-07
1.0424630574e-02 -1.2585877398e-03 5.3130753909e-07
1.0433886033e-02 -1.1013143684e-03 -2.2362265412e-08
1.0443139725e-02 -1.0346267329e-03 -8.1084169875e-07
1.0452400013e-02 -1.0383272799e-03 2.4632339201e-07
1.0461670472e-02 -1.1059512525e-03 1.7679105137e-06
1.0470929969e-02 -1.2462000181e-03 2.5064758475e-06
1.0480186915e-02 -1.4693997438e-03 5.8346217440e-07
1.0489443630e-02 -1.7718695529e-03 -1.0343742264e-06
1.0498703714e-02 -2.1362840803e-03 1.9667641200e-07
1.0507959631e-02 -2.5523518923e-03 1.4336121524e-06
1.0517215172e-02 -2.9984949376e-03 2.6181424339e-06
1.0526471708e-02 -3.4422988737e-03 3.4376807373e-06
1.0535742302e-02 -3.8590287948e-03 2.4454404127e-06
1.0545038502e-02 -4.2192670088e-03 1.1858584861e-06
1.0554297876e-02 -4.4938601587e-03 1.4026266793e-06
1.0563559152e-02 -4.6685221415e-03 1.8141439308e-06
1.0572817824e-02 -4.7367424964e-03 9.0065854803e-07
1.0582074987e-02 -4.6945222746e-03 6.8906276623e-07
1.0591331775e-02 -4.5458938886e-03 1.9839616608e-06
1.0600587038e-02 -4.3142906365e-03 1.8045714088e-06
1.0609840670e-02 -4.0074671693e-03 2.6885097134e-06
1.0619100823e-02 -3.6333173735e-03 3.2651991499e-06
1.0628355918e-02 -3.2272333119e-03 -4.0784649706e-07
1.0637609196e-02 -2.8086513958e-03 -2.4024860482e-07
1.0646866025e-02 -2.3880376289e-03 1.7784652505e-06
1.0656120036e-02 -1.9775484048e-03 1.9544046734e-06
1.0665373329e-02 -1.5969125746e-03 1.4344724847e-06
1.0674628366e-02 -1.2616534211e-03 3.5358224813e-07
1.0683895628e-02 -9.7596073961e-04 2.4158911674e-06
1.0693148806e-02 -7.3882709151e-04 3.3585570296e-06
1.0702404825e-02 -5.5306674744e-04 2.0890396680e-06
1.0711658060e-02 -4.3117035083e-04 2.3847896315e-06
1.0720912537e-02 -3.8276338766e-04 4.0533308560e-06
1.0730166698e-02 -4.0433044285e-04 4.1987051156e-06
1.0739422661e-02 -5.0138391516e-04 4.6208223434e-06
1.0748679718e-02 -6.8100439539e-04 5.5931277617e-06
1.0757938511e-02 -9.3227416030e-04 4.9248922498e-06
1.0767207004e-02 -1.2331911077e-03 3.8861916913e-06
1.0776465589e-02 -1.5742897172e-03 3.1878014606e-06
1.0785722445e-02 -1.9562891526e-03 3.4374619196e-06
1.0794977818e-02 -2.3578350671e-03 3.8105483399e-06
1.0804239878e-02 -2.7440645783e-03 2.8828888221e-06
1.0813505625e-02 -3.0957568440e-03 1.9007880824e-06
1.0822781236e-02 -3.3964243138e-03 2.3275282884e-06
1.0832039318e-02 -3.6284667461e-03 2.2238889120e-06
1.0841295779e-02 -3.7826009731e-03 1.6432452090e-06
1.0850552519e-02 -3.8493120243e-03 4.3368188805e-06
1.0859809102e-02 -3.8271033785e-03 4.2758593269e-06
1.0869067410e-02 -3.7236086782e-03 1.1783120503e-06
1.0878333171e-02 -3.5456938053e-03 3.8332337060e-09
1.0887592577e-02 -3.3197908235e-03 2.6948839641e-07
1.0896852260e-02 -3.0615151309e-03 2.2769346545e-06
1.0906115671e-02 -2.7801977053e-03 3.1445099439e-06
1.0915371995e-02 -2.4910623498e-03 2.3693307684e-06
1.0924628577e-02 -2.2140951030e-03 3.4420210799e-06
1.0933883405e-02 -1.9746514848e-03 1.7434479792e-06
1.0943143807e-02 -1.7765487484e-03 7.3418009332e-07
1.0952403519e-02 -1.6215375109e-03 3.2604593953e-06
1.0961668385e-02 -1.5178115624e-03 3.7036353597e-06
1.0970968893e-02 -1.4723597383e-03 3.2219519032e-06
1.0980240363e-02 -1.4887122393e-03 2.0750398531e-06
1.0989523674e-02 -1.5680484065e-03 2.2276917940e-06
1.0998787397e-02 -1.7016645288e-03 2.0311616016e-06
1.1007406182e-02 -1.8930898686e-03 1.2763381676e-06
1.1016674031e-02 -2.1255624861e-03 1.5665525335e-06
1.1025949105e-02 -2.4150926819e-03 -4.4794435056e-07
1.1035245734e-02 -2.7437825575e-03 -2.2711365082e-06
1.1044543723e-02 -3.0865402759e-03 -2.5043176485e-06
1.1053804775e-02 -3.4165778688e-03 -4.3651212055e-06
1.1063077258e-02 -3.7112311098e-03 -4.3837160747e-06
1.1072334298e-02 -3.9547096250e-03 -3.1695028109e-06
1.1081591556e-02 -4.1294216739e-03 -3.7590915585e-06
1.1090845592e-02 -4.2185154800e-03 -5.4703489411e-06
1.1100100421e-02 -4.2216804132e-03 -6.6294219510e-06
1.1109355050e-02 -4.1435371035e-03 -6.6009520200e-06
1.1118613491e-02 -3.9980206385e-03 -6.7129220810e-06
1.1127874489e-02 -3.8074054818e-03 -7.0322073484e-06
1.1137128175e-02 -3.5565435836e-03 -8.4853585559e-06
1.1146381674e-02 -3.2417012228e-03 -8.9367053167e-06
1.1155637159e-02 -2.8854455730e-03 -7.1569000979e-06
1.1164905641e-02 -2.5065864238e-03 -9.5325542605e-06
1.1174160544e-02 -2.1216895568e-03 -9.6421377777e-06
1.1183415046e-02 -1.7460641461e-03 -6.9741362434e-06
1.1192670056e-02 -1.3970801497e-03 -9.1974917687e-06
1.1201924145e-02 -1.0809165932e-03 -1.0207180092e-05
1.1211198133e-02 -8.0479935639e-04 -8.7411687686e-06
1.1220596257e-02 -5.7722107948e-04 -9.8189622525e-06
1.1229951016e-02 -4.0486637756e-04 -9.8015497398e-06
1.1239271300e-02 -3.0880522602e-04 -9.2756261834e-06
1.1248635695e-02 -2.8793257903e-04 -8.9452581653e-06
1.1257910641e-02 -3.3166027664e-04 -6.6809723471e-06
1.1267181237e-02 -4.4311707697e-04 -7.7386256907e-06
1.1276468877e-02 -6.2342608335e-04 -8.8826942885e-06
1.1285792856e-02 -8.7141557257e-04 -7.5340294087e-06
1.1295393721e-02 -1.1724465691e-03 -6.4150170401e-06
1.1304823965e-02 -1.5304883815e-03 -5.6318018794e-06
1.1314162109e-02 -1.9360536959e-03 -6.2071556719e-06
1.1323419378e-02 -2.3610499749e-03 -6.9261575879e-06
1.1332683391e-02 -2.7685940252e-03 -5.7259208859e-06
1.1341946702e-02 -3.1409381897e-03 -4.6387320661e-06
1.1351206275e-02 -3.4587556087e-03 -3.9029495338e-06
1.1360511193e-02 -3.7000045871e-03 -3.2126103431e-06
1.1369814002e-02 -3.8557397878e-03 -2.6085915937e-06
1.1379132600e-02 -3.9203533252e-03 -1.7791070663e-06
1.1388433824e-02 -3.8985225573e-03 -2.1496432085e-07
1.1397693873e-02 -3.7977319788e-03 -3.0022503874e-07
1.1406950544e-02 -3.6237185560e-03 -3.1548451855e-07
1.1416216472e-02 -3.4003679074e-03 4.0592268325e-07
1.1425492694e-02 -3.1449589141e-03 2.1024785372e-06
1.1434750999e-02 -2.8616774055e-03 3.3956000806e-06
1.1444011402e-02 -2.5597019205e-03 2.3550070441e-06
1.1453272486e-02 -2.2609941054e-03 2.6553945827e-06
1.1462605341e-02 -1.9901583489e-03 4.1772702342e-06
1.1471898136e-02 -1.7471372266e-03 5.2483801672e-06
1.1481254346e-02 -1.5324566344e-03 5.4231145782e-06
1.1490516677e-02 -1.3439174496e-03 6.2036768379e-06
1.1499773376e-02 -1.2030546881e-03 4.8999087634e-06
1.1509030179e-02 -1.1261568289e-03 4.6364733589e-06
1.1518305420e-02 -1.1133723563e-03 4.2048523161e-06
1.1527571624e-02 -1.1605231169e-03 6.0089924637e-06
1.1536832090e-02 -1.2639698836e-03 7.6210456728e-06
1.1546088699e-02 -1.4269168222e-03 6.4247713468e-06
1.1555349563e-02 -1.6567280593e-03 6.4435797857e-06
1.1564609719e-02 -1.9624114014e-03 5.1799168729e-06
1.1573889285e-02 -2.3351348163e-03 5.0719765376e-06
1.1583162173e-02 -2.7394945510e-03 5.5484222745e-06
1.1592473926e-02 -3.1465376292e-03 4.6940916611e-06
1.1601994811e-02 -3.5399988653e-03 4.0990619395e-06
1.1611857851e-02 -3.8803275661e-03 3.9213401225e-06
1.1621277039e-02 -4.1468165381e-03 2.3548110639e-06
1.1630611908e-02 -4.3066162303e-03 1.6262465850e-06
1.1639952256e-02 -4.3573228554e-03 1.1820836461e-06
1.1649252739e-02 -4.3105973000e-03 6.5721811697e-07
1.1658551757e-02 -4.1766293904e-03 -1.5398332578e-08
1.1667834446e-02 -3.9773602792e-03 -1.5141040844e-06
1.1677109980e-02 -3.7247237483e-03 -1.2565331722e-06
1.1686445740e-02 -3.4227079711e-03 -3.6244471500e-07
1.1695713607e-02 -3.0847051300e-03 -2.0336718597e-06
1.1705000975e-02 -2.7265481774e-03 -2.9595762809e-06
1.1714356233e-02 -2.3597155425e-03 -3.6318859454e-06
1.1723636745e-02 -1.9804775906e-03 -4.7966832026e-06
1.1732924408e-02 -1.6064869650e-03 -3.9471108903e-06
1.1742201639e-02 -1.2515553544e-03 -2.9529324007e-06
1.1751478153e-02 -9.1024441150e-04 -2.7866354887e-06
1.1760791572e-02 -5.9682389408e-04 -2.8579265700e-06
1.1770141962e-02 -3.3915308740e-04 -3.3262628988e-06
1.1779416723e-02 -1.4992120113e-04 -3.0179301188e-06
1.1788722632e-02 -3.6630850143e-05 -3.4831183224e-06
1.1798024713e-02 5.5016741963e-06 -4.0694849526e-06
1.1807361453e-02 -1.4116088892e-05 -2.9085201107e-06
1.1816669703e-02 -1.0086853986e-04 -1.4044417468e-06
1.1825935540e-02 -2.6438572911e-04 -1.1963612291e-06
1.1835202421e-02 -5.0417554348e-04 -2.2482760232e-06
1.1844484258e-02 -8.1521938090e-04 -1.8079009043e-06
1.1853845509e-02 -1.1921105213e-03 -3.8982801745e-07
1.1863139680e-02 -1.6406136573e-03 -2.6940294580e-06
1.1872462021e-02 -2.1321554683e-03 -3.6250622238e-06
1.1881726296e-02 -2.6330843981e-03 -2.5034887984e-06
1.1890995823e-02 -3.1109621574e-03 -3.9218165257e-06
1.1900276845e-02 -3.5408500805e-03 -4.2360142048e-06
1.1909561143e-02 -3.8930469750e-03 -4.2514332060e-06
1.1918818183e-02 -4.1452613879e-03 -4.1325026477e-06
1.1928094656e-02 -4.2930415255e-03 -5.5419879283e-06
1.1937365085e-02 -4.3386824824e-03 -5.5019358048e-06
1.1946624285e-02 -4.2868041161e-03 -5.1875414513e-06
1.1955883644e-02 -4.1443426099e-03 -4.9540678356e-06
1.1965151892e-02 -3.9252470306e-03 -4.7765464636e-06
1.1974424144e-02 -3.6584916548e-03 -4.8856167813e-06
1.1983718077e-02 -3.3534879626e-03 -5.5831267478e-06
1.1993003070e-02 -3.0230682284e-03 -7.6330365989e-06
1.2001850653e-02 -2.6697664937e-03 -6.8747757168e-06
1.2011113964e-02 -2.3209949122e-03 -7.2806617705e-06
1.2020371918e-02 -1.9639077127e-03 -7.6914290558e-06
1.2029644773e-02 -1.6211109471e-03 -6.8101968671e-06
1.2038907750e-02 -1.3140898110e-03 -8.9743352343e-06
1.2048201001e-02 -1.0490760110e-03 -1.0194431506e-05
1.2057467244e-02 -8.1872890927e-04 -8.3505562215e-06
1.2066735434e-02 -6.2736384565e-04 -9.0143249634e-06
1.2076029503e-02 -4.9569389011e-04 -9.2976124011e-06
1.2085297640e-02 -4.2940341709e-04 -8.6582601743e-06
1.2094563610e-02 -4.2455058831e-04 -7.9996611784e-06
1.2103882592e-02 -4.9603855707e-04 -7.4616078424e-06
1.2113186416e-02 -6.5495168009e-04 -7.1893589071e-06
1.2122454095e-02 -9.0254888882e-04 -5.9260358252e-06
1.2131741351e-02 -1.2392887589e-03 -5.2953293331e-06
1.2141016900e-02 -1.6684802790e-03 -4.0621733437e-06
1.2150279169e-02 -2.1719950962e-03 -1.4650879184e-06
1.2159536299e-02 -2.7033102159e-03 -2.8151656823e-07
1.2168793996e-02 -3.2226505976e-03 -5.1884578939e-07
1.2178056988e-02 -3.7039523591e-03 -4.1512107236e-07
1.2187318076e-02 -4.1199576070e-03 4.1921057627e-07
1.2196575334e-02 -4.4441440800e-03 1.9757412015e-06
1.2205832915e-02 -4.6628083048e-03 3.9107446927e-06
1.2215089482e-02 -4.7686960470e-03 4.1069001274e-06
1.2224346813e-02 -4.7590324949e-03 4.2673419938e-06
1.2233601785e-02 -4.6435136857e-03 4.9175450455e-06
1.2242856397e-02 -4.4506959270e-03 4.6512615012e-06
1.2252109891e-02 -4.2065231480e-03 5.1684782576e-06
1.2261363613e-02 -3.9116994794e-03 7.3018870643e-06
1.2270619165e-02 -3.5713774491e-03 7.1586873870e-06
1.2279874076e-02 -3.2004574042e-03 6.1448751927e-06
1.2289132761e-02 -2.8037540393e-03 7.3498959969e-06
1.2298390386e-02 -2.3816560329e-03 6.8367006378e-06
1.2307649967e-02 -1.9511711487e-03 6.1305708721e-06
1.2316903621e-02 -1.5245753729e-03 4.4181031602e-06
1.2326156091e-02 -1.0973477456e-03 3.3192962110e-06
1.2335411164e-02 -6.8803272645e-04 3.3058931513e-06
1.2344673141e-02 -3.3086046859e-04 1.9460940200e-06
1.2353933284e-02 -3.7375961528e-05 1.4470781397e-06
1.2363190787e-02 1.9293334663e-04 1.1483148472e-06
1.2372449579e-02 3.5971651064e-04 3.0256294553e-07
1.2381705892e-02 4.5080414554e-04 5.1821631259e-07
1.2390960202e-02 4.6213443918e-04 2.0278373344e-06
1.2400214754e-02 4.0281340550e-04 2.6320715882e-06
1.2409468668e-02 2.7537397379e-04 2.7201137196e-06
1.2418724989e-02 7.4060338092e-05 3.4657654018e-06
1.2427979093e-02 -2.1665707360e-04 5.7274201253e-06
1.2437233616e-02 -6.1081112575e-04 7.3524188013e-06
1.2446486717e-02 -1.1088571986e-03 8.5421507221e-06
1.2455743528e-02 -1.6830311783e-03 1.0318729779e-05
1.2465000008e-02 -2.2847815040e-03 1.2327428479e-05
1.2474255595e-02 -2.8758015041e-03 1.3181342125e-05
1.2483519270e-02 -3.4430715383e-03 1.2751995978e-05
1.2492781719e-02 -3.9717065727e-03 1.5550548352e-05
1.2502048294e-02 -4.4163088604e-03 1.6842298324e-05
1.2511323427e-02 -4.7276223520e-03 1.8005484447e-05
1.2520599299e-02 -4.8977797725e-03 1.9990696318e-05
1.2529857321e-02 -4.9538725381e-03 2.0889475680e-05
1.2539116805e-02 -4.9147514934e-03 2.0663360625e-05
1.2548374956e-02 -4.7867516405e-03 2.0085954013e-05
1.2557631977e-02 -4.5836999486e-03 2.1886383829e-05
1.2566893909e-02 -4.3179211362e-03 2.3397692023e-05
1.2576153089e-02 -3.9913529675e-03 2.3043510965e-05
1.2585407154e-02 -3.6249463369e-03 2.3602270362e-05
1.2594664411e-02 -3.2378157074e-03 2.4678209448e-05
1.2603923933e-02 -2.8219950414e-03 2.3036065166e-05
1.2613181162e-02 -2.3757169736e-03 2.1880941644e-05
1.2622445484e-02 -1.9300142694e-03 2.2745074445e-05
1.2631703756e-02 -1.5044835375e-03 2.2601954228e-05
1.2640960865e-02 -1.0868475429e-03 2.1875769426e-05
1.2650215017e-02 -6.8624071488e-04 1.9801875862e-05
1.2659470506e-02 -3.3379299839e-04 1.6518416103e-05
1.2668725710e-02 -4.7011974412e-05 1.5377227677e-05
1.2677981967e-02 1.7991316552e-04 1.4102399421e-05
1.2687237804e-02 3.5372076508e-04 9.8422731418e-06
1.2696497212e-02 4.6020054933e-04 8.9507495472e-06
1.2705756073e-02 4.8887588688e-04 8.2086012570e-06
1.2715011065e-02 4.3372907464e-04 4.4789198792e-06
1.2724268633e-02 2.8715593785e-04 2.6791576575e-06
1.2733524758e-02 4.1751253008e-05 3.9678915973e-07
1.2742778935e-02 -3.0276741531e-04 -3.6736111502e-06
1.2752037212e-02 -7.3721821485e-04 -5.0478336321e-06
1.2761296902e-02 -1.2573778928e-03 -6.9360751136e-06
1.2770550143e-02 -1.8400538030e-03 -1.1071123196e-05
1.2779807749e-02 -2.4374581955e-03 -1.3569690968e-05
1.2789063335e-02 -3.0162687805e-03 -1.4142388869e-05
1.2798320394e-02 -3.5621925144e-03 -1.5457816988e-05
1.2807575691e-02 -4.0555496793e-03 -2.0176702438e-05
1.2816835790e-02 -4.4553172398e-03 -2.1744686929e-05
1.2826095132e-02 -4.7253477381e-03 -2.2271237895e-05
1.2835355471e-02 -4.8701490129e-03 -2.3634567883e-05
1.2844610905e-02 -4.9134589759e-03 -2.6053365420e-05
1.2853867366e-02 -4.8720947001e-03 -2.6558953893e-05
1.2863126459e-02 -4.7483844874e-03 -2.8510187588e-05
1.2872395922e-02 -4.5514872927e-03 -3.1398633934e-05
1.2881649456e-02 -4.2864155664e-03 -2.9696992300e-05
1.2890903668e-02 -3.9608671993e-03 -2.8865092441e-05
1.2900156736e-02 -3.6000723000e-03 -2.8827247568e-05
1.2909413815e-02 -3.2105813480e-03 -2.9099012602e-05
1.2918669984e-02 -2.7832218691e-03 -2.9006585888e-05
1.2927921872e-02 -2.3275277933e-03 -2.7447107304e-05
1.2937177265e-02 -1.8757323413e-03 -2.6066557202e-05
1.2946439296e-02 -1.4356519148e-03 -2.5081805043e-05
1.2955700217e-02 -9.9731718799e-04 -2.3932288281e-05
1.2964957538e-02 -5.8065224921e-04 -2.2710769009e-05
1.2974217413e-02 -2.1235369425e-04 -1.9584400622e-05
1.2983494681e-02 9.5364557043e-05 -1.6755271549e-05
1.2992758781e-02 3.4590610109e-04 -1.6147148480e-05
1.3001849915e-02 5.4780506756e-04 -1.5553446215e-05
1.3011105903e-02 6.8087778947e-04 -1.3457096474e-05
1.3020363893e-02 7.3359646364e-04 -1.0283654359e-05
1.3029618963e-02 6.9584652270e-04 -7.4527775717e-06
1.3038880667e-02 5.6041749785e-04 -5.7534926585e-06
1.3048137772e-02 3.2547034186e-04 -2.4126892732e-06
1.3057392699e-02 -1.1048572979e-05 1.7713051125e-06
1.3066648090e-02 -4.5741336431e-04 2.6870161684e-06
1.3075902224e-02 -1.0156185420e-03 3.1589663168e-06
1.3085155168e-02 -1.6484885463e-03 6.3455801240e-06
1.3094411066e-02 -2.2997756416e-03 8.7463169531e-06
1.3103668680e-02 -2.9481325681e-03 1.1242447182e-05
1.3112931238e-02 -3.5959176783e-03 1.3303753386e-05
1.3122191749e-02 -4.2152447233e-03 1.3918170853e-05
1.3131447089e-02 -4.7404144512e-03 1.6353060245e-05
1.3140706671e-02 -5.1238639657e-03 1.7693991334e-05
1.3149965886e-02 -5.3711009266e-03 1.7516466450e-05
1.3159223090e-02 -5.5038938987e-03 1.9596882615e-05
1.3168476150e-02 -5.5284465150e-03 2.2049223003e-05
1.3177729434e-02 -5.3313199082e-03 2.0205155616e-05
1.3186984557e-02 -5.1193303750e-03 2.0296187174e-05
1.3196243106e-02 -5.0264234691e-03 2.4550288218e-05
1.3205500770e-02 -4.7773972786e-03 2.3809045624e-05
1.3214760640e-02 -4.3991572662e-03 2.3121922252e-05
1.3224016837e-02 -3.9968120667e-03 2.5094189428e-05
1.3233270929e-02 -3.5540668751e-03 2.4714517367e-05
1.3242525554e-02 -3.0695886363e-03 2.4792355127e-05
1.3251782864e-02 -2.5673901363e-03 2.5357946988e-05
1.3261037106e-02 -2.0536428815e-03 2.3825350152e-05
1.3270293170e-02 -1.5183506541e-03 2.1423196903e-05
1.3279548121e-02 -9.8114583355e-04 2.0782947057e-05
1.3288807724e-02 -4.7287704052e-04 1.9194683432e-05
1.3298062296e-02 -8.8672566475e-06 1.6673474762e-05
1.3307317809e-02 4.0846494234e-04 1.4813851534e-05
1.3316574120e-02 7.7372141920e-04 1.1954466800e-05
1.3325829497e-02 1.0696667757e-03 9.7236664306e-06
1.3335083140e-02 1.2946734701e-03 7.9643261510e-06
1.3344339451e-02 1.4441340407e-03 3.3468834835e-06
1.3353596317e-02 1.4961380798e-03 5.9608010030e-07
1.3362852000e-02 1.4508762515e-03 -1.7810159971e-06
1.3372105662e-02 1.3143377745e-03 -5.5504440287e-06
1.3381359112e-02 1.0861667092e-03 -6.7685031639e-06
1.3390613827e-02 7.5602795874e-04 -1.1726868205e-05
1.3399868789e-02 3.1637406707e-04 -1.4682117264e-05
1.3409125694e-02 -2.2965738814e-04 -1.5671525996e-05
1.3418380317e-02 -8.6517128883e-04 -1.8882221963e-05
1.3427639091e-02 -1.5516271594e-03 -1.9117355748e-05
1.3436898980e-02 -2.2716524243e-03 -1.8118230092e-05
1.3446153173e-02 -3.0306865770e-03 -1.9248490249e-05
1.3455408179e-02 -3.7982456358e-03 -2.2170878776e-05
1.3464665415e-02 -4.5051239442e-03 -2.1278703581e-05
1.3473924955e-02 -5.1044371111e-03 -2.0325847789e-05
1.3483179466e-02 -5.5777726399e-03 -2.1561090024e-05
1.3492440411e-02 -5.9090148666e-03 -1.8343825801e-05
1.3501699151e-02 -6.1005661590e-03 -1.5086164263e-05
1.3510971481e-02 -6.1613654961e-03 -1.4607616185e-05
1.3520228546e-02 -6.1024448160e-03 -1.1940156011e-05
1.3529485538e-02 -5.9466962035e-03 -9.6190652311e-06
1.3538741216e-02 -5.7222790649e-03 -7.2473656241e-06
1.3547998525e-02 -5.4187339018e-03 -3.9339237702e-06
1.3557257034e-02 -5.0348743111e-03 -7.6544895531e-07
1.3566518974e-02 -4.6111392103e-03 4.8393925557e-07
1.3575778355e-02 -4.1617778638e-03 3.1858032088e-06
1.3585034343e-02 -3.6836031423e-03 8.1954866285e-06
1.3594291769e-02 -3.1802300447e-03 8.7523650242e-06
1.3603558460e-02 -2.6943254088e-03 9.5337015831e-06
1.3612840082e-02 -2.1335393483e-03 1.1656600600e-05
1.3622111242e-02 -1.5011968901e-03 1.3163963259e-05
1.3631373194e-02 -8.9789147820e-04 1.3154837613e-05
1.3640628383e-02 -3.9455869448e-04 1.3415006288e-05
1.3649879397e-02 5.2416674838e-05 1.3927033604e-05
1.3659134535e-02 5.2405767128e-04 1.2709278555e-05
1.3668387259e-02 9.3382703596e-04 1.3387554649e-05
1.3677641087e-02 1.2650733673e-03 1.4350683499e-05
1.3686895531e-02 1.5176877900e-03 1.1667528263e-05
1.3696151144e-02 1.7376200498e-03 1.0004954219e-05
1.3705408357e-02 1.9015825588e-03 1.0393988450e-05
1.3714665744e-02 1.9329921793e-03 8.5578185124e-06
1.3723918844e-02 1.8431629246e-03 7.5545148869e-06
1.3733175070e-02 1.6626244885e-03 7.6104692155e-06
1.3742431524e-02 1.4089087291e-03 7.2960740345e-06
1.3751692744e-02 1.0853160215e-03 6.6444192724e-06
1.3760946166e-02 6.8550626346e-04 5.7100309473e-06
1.3770203893e-02 1.9664074948e-04 5.8775304837e-06
1.3779459528e-02 -3.7634665308e-04 4.3493497824e-06
1.3788715897e-02 -9.9160577277e-04 2.2585406618e-06
1.3797971470e-02 -1.6399594462e-03 3.9568291191e-06
1.3807239041e-02 -2.3503258688e-03 6.5112796567e-06
1.3816569441e-02 -3.1119011634e-03 5.5484859732e-06
1.3825848088e-02 -3.8919087528e-03 5.5424471755e-06
1.3835106557e-02 -4.6266575015e-03 7.6266816130e-06
1.3844362938e-02 -5.2651845876e-03 7.0934719396e-06
1.3853617367e-02 -5.7868087026e-03 6.3521758475e-06
1.3862870702e-02 -6.1794802368e-03 6.7149984368e-06
1.3872126428e-02 -6.4436599110e-03 8.2831409217e-06
1.3881379845e-02 -6.5853732089e-03 9.3946318006e-06
1.3890647950e-02 -6.5903249646e-03 8.7455636131e-06
1.3899921558e-02 -6.4610444033e-03 8.7942413217e-06
1.3909184632e-02 -6.2471614065e-03 7.6857832311e-06
1.3918440897e-02 -5.9760780981e-03 8.2178525458e-06
1.3927699219e-02 -5.6356462811e-03 8.9811215459e-06
1.3936958487e-02 -5.2324974803e-03 8.6161997435e-06
1.3946212891e-02 -4.7845364652e-03 8.6342802275e-06
1.3955469468e-02 -4.3093110709e-03 8.3509561412e-06
1.3964729525e-02 -3.8236819670e-03 8.1441127625e-06
1.3973998918e-02 -3.3307648180e-03 8.9301189374e-06
1.3983256713e-02 -2.8141356770e-03 8.4667983605e-06
1.3992511953e-02 -2.2870097229e-03 6.4722538185e-06
1.4000925160e-02 -1.7268851398e-03 6.8162992763e-06
1.4010187258e-02 -1.2140546722e-03 5.3686774570e-06
1.4019447454e-02 -6.9167853660e-04 4.7910231202e-06
1.4028705656e-02 -1.9188678299e-04 6.8523362221e-06
1.4037959437e-02 2.6224589652e-04 5.1293318392e-06
1.4047213775e-02 6.5471619644e-04 2.7148528875e-06
1.4056470810e-02 8.7932959297e-04 2.6437840251e-06
1.4065743209e-02 1.2172056618e-03 1.3246310072e-06
1.4075004218e-02 1.6282789685e-03 7.6943547195e-07
1.4084262070e-02 1.8824270028e-03 -1.7120131579e-06
1.4093523817e-02 1.9383158286e-03 -5.4478451126e-06
1.4102778491e-02 1.8531986191e-03 -8.1220268788e-06
1.4112042312e-02 1.8152800091e-03 -8.9154217417e-06
1.4121296527e-02 1.7022717272e-03 -1.1039638476e-05
1.4130550431e-02 1.4952216645e-03 -1.3487469549e-05
1.4139806436e-02 1.2403967912e-03 -1.5203314505e-05
1.4149059665e-02 9.5061938201e-04 -1.7575538857e-05
