# 1:time 2:hplus 3:hcross
1.1330419109e-02 -5.4674153861e-03 6.8977586708e-06
1.1339671865e-02 -4.9684213183e-03 6.3769919899e-06
1.1348926130e-02 -4.4399336718e-03 7.4271152781e-06
1.1358179446e-02 -3.8794233710e-03 7.2219519574e-06
1.1367433526e-02 -3.3070422337e-03 7.4734662669e-06
1.1376687612e-02 -2.7330538892e-03 7.0513398998e-06
1.1385941526e-02 -2.1404771680e-03 5.2827005192e-06
1.1395196447e-02 -1.5285144849e-03 4.1660764751e-06
1.1404453102e-02 -9.3526456942e-04 3.0456294205e-06
1.1413707724e-02 -3.9295571065e-04 1.7692548435e-06
1.1422962604e-02 9.0208305657e-05 -4.0044911664e-07
1.1432217386e-02 5.0615475329e-04 -2.7808699218e-06
1.1441473614e-02 8.3677408044e-04 -3.5191467255e-06
1.1450731762e-02 1.0712026118e-03 -4.2403600249e-06
1.1459990464e-02 1.1978607494e-03 -4.4122671067e-06
1.1469248116e-02 1.2027827021e-03 -4.2384040491e-06
1.1478503112e-02 1.0891023439e-03 -5.7335739889e-06
1.1487758632e-02 8.5489609160e-04 -7.0527451872e-06
1.1497012944e-02 5.1046242325e-04 -6.7674621469e-06
1.1506270430e-02 4.3243367375e-05 -7.2916078370e-06
1.1515527386e-02 -5.7469362387e-04 -8.7007415551e-06
1.1524782380e-02 -1.3071500801e-03 -1.0499304438e-05
1.1534039288e-02 -2.0863324597e-03 -1.0902251325e-05
1.1543298986e-02 -2.8669807636e-03 -9.7932736178e-06
1.1552554932e-02 -3.6508585906e-03 -9.5496372226e-06
1.1561811313e-02 -4.4446527961e-03 -1.0986352148e-05
1.1571069149e-02 -5.1874786794e-03 -1.1634009842e-05
1.1580323800e-02 -5.7945678351e-03 -1.1051200817e-05
1.1589581077e-02 -6.2285108158e-03 -1.1661576208e-05
1.1598836574e-02 -6.4995133328e-03 -1.1033472290e-05
1.1608098792e-02 -6.6214802892e-03 -1.1742940993e-05
1.1617355525e-02 -6.6028271332e-03 -1.1933764241e-05
1.1626608571e-02 -6.4628005059e-03 -1.1571221238e-05
1.1635865200e-02 -6.2232523438e-03 -1.2741608906e-05
1.1645119697e-02 -5.8962420117e-03 -1.3720827388e-05
1.1654377746e-02 -5.4802055775e-03 -1.3639530884e-05
1.1663634895e-02 -4.9958074721e-03 -1.2599480992e-05
1.1672893204e-02 -4.4701607046e-03 -1.2014216240e-05
1.1682149190e-02 -3.9179816398e-03 -1.1266721644e-05
1.1691407041e-02 -3.3520469127e-03 -1.1609479789e-05
1.1700664296e-02 -2.7776238562e-03 -1.0819151285e-05
1.1709919451e-02 -2.1924553928e-03 -1.0004810317e-05
1.1719173680e-02 -1.6061237230e-03 -9.8763256249e-06
1.1728430621e-02 -1.0484734150e-03 -8.9239550146e-06
1.1737685430e-02 -5.3174744408e-04 -8.4159586083e-06
1.1746939041e-02 -5.6676674955e-05 -7.6522137611e-06
1.1756195128e-02 3.6543376418e-04 -6.4053917134e-06
1.1765450685e-02 7.0989457565e-04 -5.6386586696e-06
1.1774706260e-02 9.7103983370e-04 -5.1497766880e-06
1.1783960051e-02 1.1534626471e-03 -2.7789050641e-06
1.1793215397e-02 1.2291994468e-03 -1.2107447871e-07
1.1802475132e-02 1.1711574208e-03 9.4496980522e-07
1.1811732347e-02 9.8433038331e-04 2.8883149396e-06
1.1820990291e-02 7.0809008406e-04 5.3313878336e-06
1.1830244696e-02 3.3725975382e-04 7.0061509976e-06
1.1839499494e-02 -1.6775629473e-04 8.3403196642e-06
1.1848754137e-02 -8.0098896218e-04 1.0095175052e-05
1.1858009975e-02 -1.5098824773e-03 1.2851266923e-05
1.1867266593e-02 -2.2386355275e-03 1.4197153220e-05
1.1876521422e-02 -3.0036836486e-03 1.4922075955e-05
1.1885779595e-02 -3.8503827013e-03 1.7082118273e-05
1.1895043076e-02 -4.7319946442e-03 1.7799969945e-05
1.1904301636e-02 -5.5188154406e-03 1.9255058270e-05
1.1913558822e-02 -6.1390466401e-03 2.0450093290e-05
1.1922828682e-02 -6.6108337982e-03 2.0139733020e-05
1.1932089994e-02 -6.9595554165e-03 1.9855550266e-05
1.1941344215e-02 -7.1723893614e-03 1.9615549174e-05
1.1950603275e-02 -7.2203209854e-03 1.8960662296e-05
1.1959862785e-02 -7.1060290407e-03 1.6497165014e-05
1.1969120398e-02 -6.8770202102e-03 1.4305089263e-05
1.1978377076e-02 -6.5666123461e-03 1.2480841611e-05
1.1987629516e-02 -6.1815680345e-03 1.1216706927e-05
1.1996884288e-02 -5.7542519848e-03 9.4546581667e-06
1.2005557196e-02 -5.2540193205e-03 8.9258983740e-06
1.2014813008e-02 -4.7133150863e-03 8.2975987844e-06
1.2024067238e-02 -4.1263793604e-03 7.0352443571e-06
1.2033323766e-02 -3.5266769726e-03 5.9755287896e-06
1.2042581540e-02 -2.9058107199e-03 4.0173050409e-06
1.2051838051e-02 -2.2635696213e-03 3.0012615123e-06
1.2061102648e-02 -1.6204815644e-03 1.4296023052e-06
1.2070363233e-02 -9.9462736916e-04 9.7229456801e-07
1.2079624170e-02 -4.0225485001e-04 -2.4069502890e-07
1.2088887218e-02 1.3788980009e-04 -2.3850120857e-06
1.2098144782e-02 6.1269092260e-04 -5.2332551859e-06
1.2107400476e-02 1.0238005262e-03 -7.3313441155e-06
1.2116656583e-02 1.3730792371e-03 -7.3632449917e-06
1.2125914573e-02 1.6545176181e-03 -7.8847231706e-06
1.2135173926e-02 1.8513327520e-03 -7.8119856955e-06
1.2144433756e-02 1.9261170497e-03 -8.1394859725e-06
1.2153691570e-02 1.8818827715e-03 -9.4395079372e-06
1.2162948847e-02 1.7321326546e-03 -9.4525196684e-06
1.2172219946e-02 1.4817713478e-03 -8.5041671817e-06
1.2181478996e-02 1.1441623083e-03 -9.6905548183e-06
1.2190732011e-02 7.0291341598e-04 -1.0629510801e-05
1.2199994996e-02 1.5484425622e-04 -1.1010222022e-05
1.2209253146e-02 -4.8003905099e-04 -1.1102263018e-05
1.2218512730e-02 -1.1614465899e-03 -9.4394910564e-06
1.2227768095e-02 -1.8763027074e-03 -8.4363629236e-06
1.2237033318e-02 -2.6764523751e-03 -8.7240101228e-06
1.2246297303e-02 -3.5833695826e-03 -9.1910222661e-06
1.2255555361e-02 -4.5057853826e-03 -9.6450839305e-06
1.2264808479e-02 -5.3280528955e-03 -9.9020049274e-06
1.2274063274e-02 -6.0237474868e-03 -1.0629010495e-05
1.2283319043e-02 -6.6094847508e-03 -9.8330830138e-06
1.2292580523e-02 -7.0572100525e-03 -9.4018201463e-06
1.2301840239e-02 -7.3361532561e-03 -9.1668196920e-06
1.2311107098e-02 -7.4433339640e-03 -8.2811432997e-06
1.2320364811e-02 -7.4017749275e-03 -8.4356649469e-06
1.2329620540e-02 -7.2365596775e-03 -7.7922448754e-06
1.2338876555e-02 -6.9788201291e-03 -8.2062966428e-06
1.2348133689e-02 -6.6352625124e-03 -7.8835870360e-06
1.2357388453e-02 -6.2160631031e-03 -6.2583423522e-06
1.2366644687e-02 -5.7503058608e-03 -6.5695871495e-06
1.2375899709e-02 -5.2256728615e-03 -6.3003979273e-06
1.2385153549e-02 -4.6596324918e-03 -5.3847425539e-06
1.2394405177e-02 -4.0861270578e-03 -4.7689499185e-06
1.2403659354e-02 -3.4996427046e-03 -3.2677692621e-06
1.2412926288e-02 -2.8872413199e-03 -1.7414522690e-06
1.2422196522e-02 -2.2631034167e-03 -6.5968041410e-07
1.2431474341e-02 -1.6498480296e-03 1.8059508402e-07
1.2440735551e-02 -1.0554122619e-03 1.1502693580e-06
1.2449989870e-02 -4.9147599789e-04 6.9401070004e-07
1.2459244775e-02 1.4426243918e-05 5.3782829544e-07
1.2468503651e-02 4.4659792515e-04 2.5802267312e-06
1.2477768114e-02 8.2703183912e-04 3.5489088044e-06
1.2487031773e-02 1.1733908097e-03 3.6980988871e-06
1.2496343266e-02 1.4658596433e-03 4.8353721571e-06
1.2505615041e-02 1.6759614973e-03 5.4641161269e-06
1.2514871178e-02 1.7914961590e-03 6.7126883431e-06
1.2524125280e-02 1.8108972280e-03 9.2960249085e-06
1.2533383601e-02 1.7444684636e-03 1.1869476182e-05
1.2542638546e-02 1.5875195161e-03 1.3409323528e-05
1.2551896601e-02 1.3367348146e-03 1.5523434127e-05
1.2561150358e-02 1.0137082302e-03 1.8880236283e-05
1.2570416134e-02 6.2385583221e-04 2.0930478030e-05
1.2579670604e-02 1.7174265994e-04 2.1857836279e-05
1.2588924385e-02 -3.3749065281e-04 2.3255593715e-05
1.2598186130e-02 -8.8872090142e-04 2.4078007022e-05
1.2607445590e-02 -1.4690870264e-03 2.5345898102e-05
1.2616701640e-02 -2.1128187432e-03 2.6024145412e-05
1.2625956894e-02 -2.8605946047e-03 2.6023424112e-05
1.2635216703e-02 -3.6730449269e-03 2.7197641650e-05
1.2644477265e-02 -4.4728289324e-03 2.7904707304e-05
1.2653730845e-02 -5.2285075783e-03 2.7644511965e-05
1.2662994852e-02 -5.9187421660e-03 2.6548091338e-05
1.2672263597e-02 -6.4973020031e-03 2.5740594759e-05
1.2681532235e-02 -6.9103496584e-03 2.5445773311e-05
1.2690808003e-02 -7.1523363740e-03 2.3560689983e-05
1.2700298159e-02 -7.2510028674e-03 2.2038437220e-05
1.2709649491e-02 -7.2262424279e-03 2.1896085885e-05
1.2718915588e-02 -7.0757532790e-03 2.0666514927e-05
1.2728175800e-02 -6.8240880927e-03 1.8369826772e-05
1.2737431470e-02 -6.4906992480e-03 1.5975768658e-05
1.2746690049e-02 -6.0954574103e-03 1.4535723869e-05
1.2755949627e-02 -5.6636524469e-03 1.3175606714e-05
1.2765206286e-02 -5.1814815272e-03 1.1469500612e-05
1.2774466585e-02 -4.6656240910e-03 9.8662027512e-06
1.2783729162e-02 -4.1534951753e-03 8.8777605696e-06
1.2793011160e-02 -3.6402396263e-03 7.0351632298e-06
1.2802272764e-02 -3.1005723363e-03 4.5990066844e-06
1.2811529501e-02 -2.5500976353e-03 3.7644135851e-06
1.2820791028e-02 -2.0170447983e-03 2.5466825257e-06
1.2830056463e-02 -1.5081557559e-03 -5.9870071924e-07
1.2839312040e-02 -1.0203764678e-03 -3.1175082864e-06
1.2848575483e-02 -5.6198781550e-04 -5.4343154714e-06
1.2857830963e-02 -1.5072653754e-04 -8.2860616612e-06
1.2867086762e-02 2.0719594915e-04 -9.3665728116e-06
1.2876348223e-02 5.2543501555e-04 -1.0894169315e-05
1.2885607234e-02 8.1460343882e-04 -1.4059437096e-05
1.2894864438e-02 1.0664171520e-03 -1.5138394767e-05
1.2904123657e-02 1.2539230458e-03 -1.4738613841e-05
1.2913378781e-02 1.3679600018e-03 -1.6107160196e-05
1.2922633112e-02 1.4189778747e-03 -1.7040213948e-05
1.2931888053e-02 1.4075560663e-03 -1.7349312273e-05
1.2941148170e-02 1.3347063835e-03 -1.7465815052e-05
1.2950402614e-02 1.2046922292e-03 -1.7087959047e-05
1.2959672386e-02 1.0082713095e-03 -1.8050905056e-05
1.2968936184e-02 7.5780721311e-04 -1.9724565942e-05
1.2978203627e-02 4.7983012920e-04 -1.9813354616e-05
1.2987464505e-02 1.6513843377e-04 -2.0173282060e-05
1.2996730128e-02 -1.8936442907e-04 -2.2160779571e-05
1.3005554572e-02 -5.9260052608e-04 -2.1972229919e-05
1.3014826031e-02 -1.0039296261e-03 -2.2087986054e-05
1.3024088800e-02 -1.4579919968e-03 -2.2321299741e-05
1.3033369633e-02 -1.9965739524e-03 -2.2673855959e-05
1.3042664750e-02 -2.6285153192e-03 -2.4786718763e-05
1.3051919077e-02 -3.2970712305e-03 -2.4972941548e-05
1.3061170021e-02 -3.9562086680e-03 -2.2894042378e-05
1.3070422747e-02 -4.6017240074e-03 -2.2832092717e-05
1.3079676446e-02 -5.2131659436e-03 -2.2890345122e-05
1.3088932397e-02 -5.7461058828e-03 -2.1403742934e-05
1.3098190677e-02 -6.1603210483e-03 -1.9983452872e-05
1.3107449384e-02 -6.4448609511e-03 -1.8484034417e-05
1.3116720584e-02 -6.6106851144e-03 -1.8161107024e-05
1.3125977426e-02 -6.6647076653e-03 -1.4959612725e-05
1.3135234814e-02 -6.6090968160e-03 -1.1190170467e-05
1.3144493331e-02 -6.4506860521e-03 -9.2509204690e-06
1.3153754181e-02 -6.2225042509e-03 -5.5509250459e-06
1.3163019051e-02 -5.9353316373e-03 -1.4219830130e-06
1.3172277243e-02 -5.5876405560e-03 2.5796136302e-06
1.3181533305e-02 -5.2027976896e-03 5.4647026827e-06
1.3190790862e-02 -4.8285071689e-03 7.8492018374e-06
1.3200053320e-02 -4.4706642783e-03 1.2198585211e-05
1.3209315105e-02 -4.0092135490e-03 1.5179749699e-05
1.3218575403e-02 -3.5204596361e-03 1.6632051972e-05
1.3227834244e-02 -3.0880947410e-03 1.9216796248e-05
1.3237096759e-02 -2.6512378738e-03 2.1100566996e-05
1.3246353031e-02 -2.2405781704e-03 2.2561172049e-05
1.3255609255e-02 -1.8656254895e-03 2.5298820365e-05
1.3264864892e-02 -1.5095438807e-03 2.4164019557e-05
1.3274120138e-02 -1.1646565376e-03 2.3242807970e-05
1.3283375250e-02 -8.4856654706e-04 2.3368653669e-05
1.3292628193e-02 -5.7776036075e-04 2.0904122674e-05
1.3301882380e-02 -3.4824579518e-04 1.8825179208e-05
1.3311137645e-02 -1.4349726115e-04 1.7232999889e-05
1.3320394993e-02 4.7247700591e-05 1.6211302913e-05
1.3329649690e-02 2.1453801752e-04 1.6273039623e-05
1.3338909268e-02 3.4294499655e-04 1.4221920664e-05
1.3348163395e-02 4.3463281601e-04 1.2673401689e-05
1.3357419180e-02 4.8891520718e-04 1.2943308545e-05
1.3366672196e-02 5.0785780886e-04 1.0635077863e-05
1.3375926790e-02 4.9982406539e-04 1.0229019296e-05
1.3385178244e-02 4.6188346240e-04 1.0276359025e-05
1.3394432370e-02 3.8829710449e-04 1.0314660195e-05
1.3403696794e-02 2.8336154522e-04 1.0856184841e-05
1.3412955801e-02 1.7075428198e-04 9.0788960851e-06
1.3422215046e-02 5.3614607992e-05 8.5335036761e-06
1.3431472571e-02 -7.3637201996e-05 8.4036687560e-06
1.3440729665e-02 -2.0885056947e-04 8.2563505291e-06
1.3449985610e-02 -3.6991730888e-04 7.8198828833e-06
1.3459240274e-02 -5.6423606775e-04 6.5580436610e-06
1.3468498721e-02 -7.8674532785e-04 7.0533936855e-06
1.3477752389e-02 -1.0223716939e-03 6.3354272695e-06
1.3487006522e-02 -1.2657809590e-03 7.0807925815e-06
1.3496262323e-02 -1.5573529105e-03 8.9012999034e-06
1.3505517504e-02 -1.9353837741e-03 7.5767310914e-06
1.3514770573e-02 -2.3766522024e-03 7.2034963443e-06
1.3524024403e-02 -2.8291371493e-03 6.9040157716e-06
1.3533280069e-02 -3.2766225729e-03 5.6839392766e-06
1.3542534682e-02 -3.7306399277e-03 5.7925303123e-06
1.3551789423e-02 -4.1904600440e-03 5.4591201845e-06
1.3561042383e-02 -4.6274942707e-03 4.6140964254e-06
1.3570295198e-02 -5.0076391992e-03 3.4698207941e-06
1.3579547159e-02 -5.3115633864e-03 2.8085780384e-06
1.3588804997e-02 -5.5364770806e-03 2.4631550400e-06
1.3598057941e-02 -5.6903389808e-03 1.5170105541e-06
1.3607312839e-02 -5.7601511280e-03 2.8945797248e-07
1.3616566990e-02 -5.7388729617e-03 -1.3960646791e-06
1.3625821238e-02 -5.6500336672e-03 -2.5073996666e-06
1.3635077110e-02 -5.5136888471e-03 -3.7749051255e-06
1.3644332697e-02 -5.3193475070e-03 -5.0494061041e-06
1.3653585185e-02 -5.0540421169e-03 -5.9435314305e-06
1.3662844977e-02 -4.7549102831e-03 -8.2812493118e-06
1.3672114708e-02 -4.4383296057e-03 -1.0763508928e-05
1.3681379289e-02 -4.0942112147e-03 -1.2324556669e-05
1.3690636124e-02 -3.7382181172e-03 -1.4479274799e-05
1.3699894131e-02 -3.3856756322e-03 -1.6515354042e-05
1.3709149914e-02 -3.0329502513e-03 -1.8863298824e-05
1.3718419226e-02 -2.6766758249e-03 -2.0550271888e-05
1.3727675064e-02 -2.3349141715e-03 -2.1758288055e-05
1.3736938920e-02 -2.0200851189e-03 -2.5045919932e-05
1.3746193410e-02 -1.7321630767e-03 -2.7945604403e-05
1.3755446869e-02 -1.4644707616e-03 -2.9898442106e-05
1.3764700372e-02 -1.2086802892e-03 -3.1536552085e-05
1.3773953115e-02 -9.6797033916e-04 -3.3325469626e-05
1.3783209797e-02 -7.5570736022e-04 -3.6574463623e-05
1.3792466717e-02 -5.7789342932e-04 -3.8638771976e-05
1.3801726148e-02 -4.2793359832e-04 -4.0168902971e-05
1.3810980782e-02 -3.0318115919e-04 -4.2042933509e-05
1.3820238360e-02 -1.9895862255e-04 -4.1994016384e-05
1.3829491219e-02 -1.1497266914e-04 -4.3325661281e-05
1.3838748055e-02 -6.1086019658e-05 -4.4753805482e-05
1.3848005734e-02 -3.9207361356e-05 -4.4337646598e-05
1.3857261354e-02 -3.3873142247e-05 -4.3915509992e-05
1.3866518373e-02 -2.9771651697e-05 -4.3408986843e-05
1.3875780008e-02 -2.5395383315e-05 -4.2068223818e-05
1.3885067589e-02 -3.0074234027e-05 -4.0117002097e-05
1.3894344149e-02 -5.3015811220e-05 -3.8515110583e-05
1.3903620961e-02 -8.2220238016e-05 -3.5508711327e-05
1.3912884983e-02 -1.0592496171e-04 -3.1892310863e-05
1.3922146160e-02 -1.3665616563e-04 -2.8870063159e-05
1.3931402474e-02 -1.8945998699e-04 -2.7803617696e-05
1.3940657875e-02 -2.6802095102e-04 -2.5311293090e-05
1.3949912848e-02 -3.5856003644e-04 -2.0415777717e-05
1.3959164973e-02 -4.5428207277e-04 -1.7252726099e-05
1.3968420199e-02 -5.6907810321e-04 -1.4425564454e-05
1.3977676434e-02 -7.7288594147e-04 -1.0241046807e-05
1.3986936552e-02 -9.3348619702e-04 -5.1727965781e-06
1.3996198493e-02 -1.0194656963e-03 7.1002066656e-07
1.4004627336e-02 -1.1754923532e-03 6.1308450697e-06
1.4013886857e-02 -1.4082059278e-03 1.0177829698e-05
1.4023142425e-02 -1.7197374112e-03 1.7262508109e-05
1.4032395186e-02 -2.0450094033e-03 2.3946663512e-05
1.4041653292e-02 -2.3965175294e-03 2.9192829508e-05
1.4050920625e-02 -2.7540986994e-03 3.2522514155e-05
1.4060201717e-02 -3.1314452331e-03 3.5342755163e-05
1.4069470526e-02 -3.5294904382e-03 3.9822879245e-05
1.4078725944e-02 -3.9238110100e-03 4.2515094332e-05
1.4087982915e-02 -4.3054195376e-03 4.5303696285e-05
1.4097239087e-02 -4.6469166321e-03 4.9107626511e-05
1.4106494197e-02 -4.9310268541e-03 5.1996820056e-05
1.4115747679e-02 -5.1359029875e-03 5.3367903143e-05
1.4125001471e-02 -5.2506209228e-03 5.3612067816e-05
1.4134255025e-02 -5.2896759976e-03 5.6545982108e-05
1.4143510079e-02 -5.2670264363e-03 5.8846118342e-05
